قيمة - ريال;الوزن الصافي بالكيلو;رمز التعرفة 4 خانات ;السنة;الربع ;الدولة
39,998,765;11,966,043;1701;2,024;Q1-2024;الإمارات
3,964,665;2,886,879;0706;2,024;Q1-2024;الكويت
3,526,160;709,368;4803;2,024;Q1-2024;الكويت
247,247,758;8,970,615;7404;2,024;Q1-2024;الهند
345,454;33,523;8311;2,024;Q1-2024;البحرين
2,751,448;667,453;3305;2,024;Q1-2024;البحرين
1,140,050;70,700;8704;2,024;Q1-2024;قطر
9,895,012;3,065,844;3404;2,024;Q1-2024;الهند
3,313,187;756,140;3907;2,024;Q1-2024;لبنان
3,091,903;405,565;5603;2,024;Q1-2024;تونس
31,725;3,000;4419;2,024;Q1-2024;الهند
520,232;253,772;4804;2,024;Q1-2024;اليمن
13,965;62;4016;2,024;Q1-2024;مصر
111,645;8,089;8545;2,024;Q1-2024;الإمارات
1,684,564;276,657;0813;2,024;Q1-2024;البحرين
18,506,885;6,927,500;1701;2,024;Q1-2024;جيبوتي
32,951,232;14,428,770;7213;2,024;Q1-2024;البحرين
257,463;11,121;7615;2,024;Q1-2024;عمان
1,202;5;8421;2,024;Q1-2024;إسبانيا
100;30;8418;2,024;Q1-2024;الصين الشعبية
427,385;44,689;5407;2,024;Q1-2024;نيجيريا
243,932;39,639;9605;2,024;Q1-2024;عمان
474,305;26,973;4202;2,024;Q1-2024;قطر
54,293;644;8538;2,024;Q1-2024;رومانيا
291;1;9106;2,024;Q1-2024;الإمارات
1,089,275;29,554;8418;2,024;Q1-2024;البحرين
1,688,663;358,771;0406;2,024;Q1-2024;ليبيا
28,548,999;1,093,584;8415;2,024;Q1-2024;الإمارات
40,658;6,711;3307;2,024;Q1-2024;أستراليا
7,620;896;8205;2,024;Q1-2024;المغرب
461,588;28,440;0104;2,024;Q1-2024;قطر
4,036;80;8711;2,024;Q1-2024;الكاميرون
333,221;0;9101;2,024;Q1-2024;فرنسا
2,085,193;273,879;5702;2,024;Q1-2024;الكويت
3,637,190;876,898;0401;2,024;Q1-2024;موريتانيا
19,111,990;2,044,094;4819;2,024;Q1-2024;العراق
745,414;198,000;3901;2,024;Q1-2024;ماينامار
895,904;1,718,000;6905;2,024;Q1-2024;مصر
220,640;26,370;2001;2,024;Q1-2024;البحرين
3,165,540;302,409;7610;2,024;Q1-2024;عمان
19,852,680;5,163,000;3902;2,024;Q1-2024;ساحل العاج(كوتديفوار
1,114,747;27,559;0902;2,024;Q1-2024;الإمارات
443,585;12,741;8412;2,024;Q1-2024;قطر
1,919,050;275,157;8716;2,024;Q1-2024;الإمارات
157,369;24,628;9404;2,024;Q1-2024;ليبيا
439,804;5,385;8438;2,024;Q1-2024;الإمارات
1,487;37;7318;2,024;Q1-2024;مصر
2,958,884;1,829,940;2907;2,024;Q1-2024;الهند
546,215;105,898;3917;2,024;Q1-2024;الصومال
122,910;2,818;8465;2,024;Q1-2024;الهند
95,906;3,694;4421;2,024;Q1-2024;الكويت
2,280;15;8442;2,024;Q1-2024;الهند
3,523;357;8707;2,024;Q1-2024;الصين الشعبية
13,296;9;4205;2,024;Q1-2024;هولندا
7,916,253;1,693,750;3901;2,024;Q1-2024;اثيوبيا
370;60;6913;2,024;Q1-2024;اليمن
12,504,784;6,539;9030;2,024;Q1-2024;أستراليا
739,848;173,250;3902;2,024;Q1-2024;هنجاريا
56,470;38,974;6811;2,024;Q1-2024;اليمن
60,600;32,000;0204;2,024;Q1-2024;جزر القمر
900;40;6304;2,024;Q1-2024;قطر
112,850;19,897;7314;2,024;Q1-2024;عمان
4,826;33;9506;2,024;Q1-2024;أمريكا
2,692,568;290,649;0804;2,024;Q1-2024;سنغافوره
6,000;6;9801;2,024;Q1-2024;جزر فولكلاند
1,486;174;8213;2,024;Q1-2024;البحرين
177,600;26,400;4602;2,024;Q1-2024;الكاميرون
1,400;366;2207;2,024;Q1-2024;قطر
6,703;704;1704;2,024;Q1-2024;المانيا
667,427;64,865;0804;2,024;Q1-2024;أستراليا
480,340;255,680;2207;2,024;Q1-2024;كينيا
157,910;120;7315;2,024;Q1-2024;إسبانيا
5,038,647;10,593;9031;2,024;Q1-2024;أمريكا
20,636;3,997;9801;2,024;Q1-2024;اليونان
5,000;950;9801;2,024;Q1-2024;سيراليون
7,993,416;998,040;7601;2,024;Q1-2024;الصين الشعبية
13,686;264;9017;2,024;Q1-2024;فرنسا
2,658;100;6114;2,024;Q1-2024;البرازيل
504;240;3917;2,024;Q1-2024;رومانيا
5,983;99;9506;2,024;Q1-2024;إسبانيا
112,106;36,000;2519;2,024;Q1-2024;قطر
1,151,195;2,340,000;2505;2,024;Q1-2024;أستراليا
18,827,178;792,075;8309;2,024;Q1-2024;مصر
3,096;158;8486;2,024;Q1-2024;البحرين
2,764,564;319,967;2104;2,024;Q1-2024;الأردن
110,926;8,048;9028;2,024;Q1-2024;الكويت
2,198,382;3,256,000;2503;2,024;Q1-2024;البرازيل
307,000;22,975;8413;2,024;Q1-2024;الأردن
78,880;132;3304;2,024;Q1-2024;المملكة المتحدة
585,440;232,000;2912;2,024;Q1-2024;باكستان
12,300;8,000;8714;2,024;Q1-2024;العراق
141,692;9,368;9503;2,024;Q1-2024;الكويت
283,774;82,925;1207;2,024;Q1-2024;اليمن
67,706;344;9505;2,024;Q1-2024;فرنسا
57,926;26,250;1106;2,024;Q1-2024;الصين الشعبية
353,280;1,584,135;4012;2,024;Q1-2024;الهند
412,422;5,060;8481;2,024;Q1-2024;هولندا
114,711;2,150;8711;2,024;Q1-2024;لوكسمبورج
7,571;990;9023;2,024;Q1-2024;تايلاند
291,364;2,100;4202;2,024;Q1-2024;إسبانيا
1,729;130;4823;2,024;Q1-2024;سويسرا
62,475;11,650;5407;2,024;Q1-2024;غينيا
3,783;69;7318;2,024;Q1-2024;رومانيا
1,976;80;4823;2,024;Q1-2024;إسبانيا
59,625;26,000;2832;2,024;Q1-2024;ليبيا
46,078;6,750;0710;2,024;Q1-2024;العراق
1,200;2,700;9403;2,024;Q1-2024;بنغلادش
64,764;308;9615;2,024;Q1-2024;الإمارات
24,114,750;3,360,000;2929;2,024;Q1-2024;العراق
45,000;14,400;2818;2,024;Q1-2024;عمان
702,224;38,883;0910;2,024;Q1-2024;الأردن
160,000;2,261;8409;2,024;Q1-2024;المانيا
3,401;226,720;4707;2,024;Q1-2024;البحرين
174,220;34,490;4012;2,024;Q1-2024;الإمارات
39;46;8547;2,024;Q1-2024;رومانيا
733,556;8,000;8542;2,024;Q1-2024;سنغافوره
300;20;1507;2,024;Q1-2024;البحرين
128,250;72,000;1702;2,024;Q1-2024;كوستاريكا
3,758;204;7320;2,024;Q1-2024;فرنسا
15,892,090;90,218,000;2523;2,024;Q1-2024;أمريكا
783,868;200,979;4017;2,024;Q1-2024;فلسطين
5,353,524;21,708;8411;2,024;Q1-2024;غانا
445;17;8443;2,024;Q1-2024;كوريا الجنوبية
5,880;200;0304;2,024;Q1-2024;ماليزيا
86,934;46,000;2519;2,024;Q1-2024;تايوان
26,250;4,760;9506;2,024;Q1-2024;مصر
176,826;7,708;7615;2,024;Q1-2024;العراق
21,809;186;4901;2,024;Q1-2024;سلفادور
823;9;4202;2,024;Q1-2024;هونج كونج
1,091,855;60,952;6805;2,024;Q1-2024;اليمن
394,111;74,422;3920;2,024;Q1-2024;غينيا
9,851;582;9001;2,024;Q1-2024;باكستان
274,395;613;9015;2,024;Q1-2024;رومانيا
1,650;6,000;8532;2,024;Q1-2024;السودان
6,624;35;7307;2,024;Q1-2024;البرازيل
92,220;3,733;8461;2,024;Q1-2024;البحرين
11,503,767;592,900;2603;2,024;Q1-2024;بيرو
111,000;92,500;4003;2,024;Q1-2024;البحرين
459,348;200,808;4804;2,024;Q1-2024;اثيوبيا
1,519,436;285,007;3920;2,024;Q1-2024;بولندا (بولونيا)
634;2;7602;2,024;Q1-2024;الكويت
1,590,567;262,258;1006;2,024;Q1-2024;الأردن
1,759,104;447,758;7305;2,024;Q1-2024;مصر
927,211;80,608;5603;2,024;Q1-2024;المانيا
931,633;166,873;3920;2,024;Q1-2024;أستراليا
2,467,784;1,038,950;3104;2,024;Q1-2024;الهند
80,107;2,264;9617;2,024;Q1-2024;قطر
28,238;5,045;7222;2,024;Q1-2024;اليمن
22,413;120;9615;2,024;Q1-2024;إسبانيا
300;500;8450;2,024;Q1-2024;موريتانيا
116,378;24,000;3920;2,024;Q1-2024;سلوفانيا
2,459;307;7315;2,024;Q1-2024;قطر
124,644;24,016;3920;2,024;Q1-2024;الدنمارك
347;33;7407;2,024;Q1-2024;فرنسا
70,190,455;3,270,661;0406;2,024;Q1-2024;عمان
730,015;86,197;9401;2,024;Q1-2024;عمان
5,345,931;796,933;1901;2,024;Q1-2024;الأردن
2,216,846;44,052;7306;2,024;Q1-2024;الأردن
22,153,331;1,022;9101;2,024;Q1-2024;سويسرا
695,735;43,413;8474;2,024;Q1-2024;البحرين
58,574;543;8421;2,024;Q1-2024;كازاخستان
9,062,596;60,694;8537;2,024;Q1-2024;عمان
2,396,974;77,584;8504;2,024;Q1-2024;عمان
7,270,513;104,385;8431;2,024;Q1-2024;أمريكا
69,156;5,656;1517;2,024;Q1-2024;قطر
91,500;5,000;0906;2,024;Q1-2024;البحرين
1,478,868;4,300;8537;2,024;Q1-2024;سنغافوره
85;120;6104;2,024;Q1-2024;إسبانيا
3,712;18,066;8504;2,024;Q1-2024;السنيغال
1,282,521;28;8518;2,024;Q1-2024;إيطاليا
68,183,505;408,315;8414;2,024;Q1-2024;الصين الشعبية
268,778;19;9405;2,024;Q1-2024;إيطاليا
8,000;4,400;9802;2,024;Q1-2024;المانيا
214,778;144,545;7005;2,024;Q1-2024;البرتغال
1,369,236;734,141;4805;2,024;Q1-2024;العراق
5,243,784;350,933;3923;2,024;Q1-2024;قطر
4,864,006;1,412,588;7304;2,024;Q1-2024;الأردن
11,005,125;3,141,600;3903;2,024;Q1-2024;العراق
24,794,819;1,837,317;8426;2,024;Q1-2024;الإمارات
9,001;685;8504;2,024;Q1-2024;الهند
23,438;3,154;8528;2,024;Q1-2024;تونس
146,133;24,010;7013;2,024;Q1-2024;كرواتيا
8,348;27;8514;2,024;Q1-2024;البحرين
1,098,154;1,428;9026;2,024;Q1-2024;الصين الشعبية
1,975,557;960,205;1702;2,024;Q1-2024;عمان
2,121;2,100;5703;2,024;Q1-2024;جيبوتي
25,519;2,230;7020;2,024;Q1-2024;اليمن
1,137,164;28,092;9405;2,024;Q1-2024;بلجيكا
30,951;15,700;8431;2,024;Q1-2024;نيوزيلاندا
580;290;1202;2,024;Q1-2024;اليمن
27,666,618;7,368,000;3902;2,024;Q1-2024;فيتنام
605,473;176,250;3902;2,024;Q1-2024;رواندا
30,725;731;4205;2,024;Q1-2024;الإمارات
25,516,403;8,010;8412;2,024;Q1-2024;هولندا
63,000;3,342;4418;2,024;Q1-2024;فرنسا
13,471;1,350;8712;2,024;Q1-2024;السودان
604,798;1,122;9027;2,024;Q1-2024;سنغافوره
402,912;35,485;6912;2,024;Q1-2024;الفلبين
5;1;4014;2,024;Q1-2024;البحرين
517,677;14,568;6912;2,024;Q1-2024;جنوب افريقيا
54,420;496;9030;2,024;Q1-2024;المملكة المتحدة
126,326;15,371;4810;2,024;Q1-2024;أندونيسيا
74,073;2,690;8715;2,024;Q1-2024;البحرين
9,790,201;37,481;9015;2,024;Q1-2024;البحرين
3,819;18;9030;2,024;Q1-2024;البرازيل
1,384,759;224,163;7310;2,024;Q1-2024;قطر
89,205;915;8310;2,024;Q1-2024;قطر
8,260;61;8211;2,024;Q1-2024;الهند
102,550;7,943;2101;2,024;Q1-2024;قطر
8,305,579;997,367;7606;2,024;Q1-2024;فرنسا
97;132;9603;2,024;Q1-2024;فرنسا
4,717,725;6,352,324;9801;2,024;Q1-2024;مصر
5,093,063;2,561,400;7207;2,024;Q1-2024;الأردن
101,240;6,600;0714;2,024;Q1-2024;اليمن
16,881,870;406,710;8429;2,024;Q1-2024;ليبريا
982,957;120,694;9801;2,024;Q1-2024;بنغلادش
151,617;12,555;8505;2,024;Q1-2024;الإمارات
162,186;5,913;7324;2,024;Q1-2024;عمان
1,849,063;216,054;3923;2,024;Q1-2024;كونغو
3,000;2,500;0702;2,024;Q1-2024;الكويت
3,200;5,192;6405;2,024;Q1-2024;ليبيا
4,124,627;277,333;0207;2,024;Q1-2024;عمان
78,970;914;8544;2,024;Q1-2024;عمان
3,806;7,100;8609;2,024;Q1-2024;الصين الشعبية
309,870;33,878;8417;2,024;Q1-2024;الإمارات
286,375;16,776;0804;2,024;Q1-2024;إيطاليا
1,149,570;436;8471;2,024;Q1-2024;الكويت
673,536;53;9102;2,024;Q1-2024;قطر
157,541;2,848;1005;2,024;Q1-2024;الإمارات
11,250;35;9011;2,024;Q1-2024;أمريكا
2,775;20;9008;2,024;Q1-2024;التشيك
23,043,388;92,975;9023;2,024;Q1-2024;كوريا الجنوبية
10,074;570;4823;2,024;Q1-2024;أمريكا
73,872;14,592;1106;2,024;Q1-2024;المملكة المتحدة
278,951;282,685;4805;2,024;Q1-2024;كينيا
2,394,836;59,430;8415;2,024;Q1-2024;تونس
928,470;78,004;1905;2,024;Q1-2024;الفلبين
77,897;1,038;8536;2,024;Q1-2024;الهند
583,275;30,700;8429;2,024;Q1-2024;تنزانيا
725;1,600;8007;2,024;Q1-2024;الهند
8,606;52,747;2833;2,024;Q1-2024;المانيا
62,954;164;9023;2,024;Q1-2024;اليونان
76,391;5,449;5208;2,024;Q1-2024;البحرين
664,388;121,064;7013;2,024;Q1-2024;العراق
17,650;3,150;0804;2,024;Q1-2024;ناميبيا
264,789;2,696;8421;2,024;Q1-2024;كوريا الجنوبية
249,368;53,157;1512;2,024;Q1-2024;البحرين
145,445;17,706;1905;2,024;Q1-2024;تايوان
39,384;373;6108;2,024;Q1-2024;عمان
68,498,931;18,535,950;2906;2,024;Q1-2024;أمريكا
2,606,820;10,632;9015;2,024;Q1-2024;قطر
4,269,000;620,000;2929;2,024;Q1-2024;فيتنام
4,683,925;71,028;6109;2,024;Q1-2024;إيطاليا
225,000;22,500;8704;2,024;Q1-2024;موريتانيا
10,749;2;8506;2,024;Q1-2024;أمريكا
180,025;32,400;8409;2,024;Q1-2024;السودان
19,377;15;9603;2,024;Q1-2024;كولومبيا
8,127;59;8504;2,024;Q1-2024;هنجاريا
103,551;15,520;3918;2,024;Q1-2024;لبنان
1,610;500;1008;2,024;Q1-2024;السودان
250;600;3924;2,024;Q1-2024;بنغلادش
178,397;115,380;6904;2,024;Q1-2024;البحرين
365;0;9615;2,024;Q1-2024;سويسرا
500;50;8102;2,024;Q1-2024;اليمن
6,300;1,817;4908;2,024;Q1-2024;المانيا
2,129;120;5209;2,024;Q1-2024;إسبانيا
12,306,547;2,748,692;1511;2,024;Q1-2024;الأردن
550,987;2,407;8438;2,024;Q1-2024;كينيا
671,095;1,408;3006;2,024;Q1-2024;لبنان
391,925;13,500;7016;2,024;Q1-2024;البحرين
473,690;500;8302;2,024;Q1-2024;التشيك
200,346;41,936;0504;2,024;Q1-2024;مصر
24,120;1,050;2501;2,024;Q1-2024;السودان
98,271;342;8460;2,024;Q1-2024;هولندا
74;66;6804;2,024;Q1-2024;فرنسا
10,000;25,900;8427;2,024;Q1-2024;ماليزيا
41;7;2530;2,024;Q1-2024;المملكة المتحدة
6,950;625;4818;2,024;Q1-2024;المملكة المتحدة
4,100;1,750;6914;2,024;Q1-2024;اليمن
132,038;23,760;2009;2,024;Q1-2024;بلجيكا
1,895,400;504,000;3920;2,024;Q1-2024;هوندوراس
1,069,467;2,325;4009;2,024;Q1-2024;سنغافوره
3,220;2;8539;2,024;Q1-2024;أمريكا
235,829;293;9015;2,024;Q1-2024;أكوادور
373,307;132,027;7307;2,024;Q1-2024;الهند
150;15;3305;2,024;Q1-2024;الصين الشعبية
1,617;1,300;4409;2,024;Q1-2024;إسبانيا
300;195;4818;2,024;Q1-2024;اليابان
4,083;1,185;8480;2,024;Q1-2024;إيطاليا
78,904;17,881;6809;2,024;Q1-2024;أمريكا
4,728,989;144,000;4102;2,024;Q1-2024;أندونيسيا
370,786;455,493;6810;2,024;Q1-2024;مصر
4,561,585;1,997,580;7303;2,024;Q1-2024;الأردن
1,406,970;180,660;8446;2,024;Q1-2024;أوزباكستان
1,176,844;98,713;4002;2,024;Q1-2024;فرنسا
30,000;10,000;2304;2,024;Q1-2024;الإمارات
188;130;4905;2,024;Q1-2024;الإمارات
2,900;100;2004;2,024;Q1-2024;ماليزيا
107,151;156;3920;2,024;Q1-2024;أندونيسيا
34,960;1;8206;2,024;Q1-2024;أمريكا
102;480;4502;2,024;Q1-2024;عمان
1,000;663;8505;2,024;Q1-2024;المانيا
732;67;2106;2,024;Q1-2024;إسبانيا
751,345;56,000;4102;2,024;Q1-2024;هونج كونج
3,712;6,436;9403;2,024;Q1-2024;مالطة
1,106;70;1806;2,024;Q1-2024;سنغافوره
100,814;7,542;8516;2,024;Q1-2024;إسبانيا
1,889,047;323,944;4803;2,024;Q1-2024;البحرين
1,071,997;457,400;0706;2,024;Q1-2024;قطر
122,136;44,010;3820;2,024;Q1-2024;اليمن
8,573,077;695,662;7903;2,024;Q1-2024;الإمارات
1,938,996;204,674;4819;2,024;Q1-2024;كندا
9,597,236;81,127;8538;2,024;Q1-2024;الإمارات
829,306;67,002;7606;2,024;Q1-2024;اليمن
34,073;14,000;4901;2,024;Q1-2024;نيجيريا
740,477;26,830;0409;2,024;Q1-2024;ماليزيا
450,627;54,901;8502;2,024;Q1-2024;قطر
19;10;5202;2,024;Q1-2024;الإمارات
339,703;52,830;8311;2,024;Q1-2024;عمان
1,311,980;122,775;5603;2,024;Q1-2024;كندا
41,246;2,221;8544;2,024;Q1-2024;اليابان
454,754;350;6403;2,024;Q1-2024;سويسرا
2,936;1,500;8418;2,024;Q1-2024;جيبوتي
7,250,868;50,470;7307;2,024;Q1-2024;الصين الشعبية
174,939;80,887;4805;2,024;Q1-2024;عمان
47,294;4,000;1901;2,024;Q1-2024;كندا
3,488;430;9802;2,024;Q1-2024;قطر
42,111,586;8,347,356;3903;2,024;Q1-2024;مصر
6,610;346;4412;2,024;Q1-2024;فرنسا
941,395;61,000;1601;2,024;Q1-2024;السودان
28,088;874;8467;2,024;Q1-2024;عمان
2,469,940;79,420;9404;2,024;Q1-2024;الإمارات
304,313;69,000;0204;2,024;Q1-2024;قطر
1,463;411;4016;2,024;Q1-2024;بنغلادش
71,032;27,203;7018;2,024;Q1-2024;البحرين
883,868;2,393;8504;2,024;Q1-2024;المملكة المتحدة
1,053;110;7608;2,024;Q1-2024;البحرين
104,625;24,000;1517;2,024;Q1-2024;الأردن
561;90;9802;2,024;Q1-2024;اثيوبيا
8,514;300;8502;2,024;Q1-2024;إسبانيا
300,632;44,610;7019;2,024;Q1-2024;الجزائر
96,155;971;8484;2,024;Q1-2024;الصين الشعبية
277,889,111;75,972,276;3902;2,024;Q1-2024;الهند
1,250,670;207,473;4002;2,024;Q1-2024;الكويت
38,574,896;6,526,260;0804;2,024;Q1-2024;الكويت
212,160;7,180;6204;2,024;Q1-2024;الكويت
353,639;1,316;9105;2,024;Q1-2024;الإمارات
960;10;8209;2,024;Q1-2024;الإمارات
1,154,418;321,750;3901;2,024;Q1-2024;مدغشقر
137,159;5,862;4010;2,024;Q1-2024;الكويت
497,149;24,771;7310;2,024;Q1-2024;سوريا
157,204;13,338;0403;2,024;Q1-2024;مصر
362,166;850;1211;2,024;Q1-2024;ماليزيا
2,268;17;9616;2,024;Q1-2024;الكويت
5,045,128;1,820,114;7216;2,024;Q1-2024;الكويت
6,816;100;8467;2,024;Q1-2024;نيوزيلاندا
2,000;510;2936;2,024;Q1-2024;قطر
671;12;9603;2,024;Q1-2024;المملكة المتحدة
103,026;1,700;8301;2,024;Q1-2024;السودان
432,623;38,202;5604;2,024;Q1-2024;أستراليا
250;500;1103;2,024;Q1-2024;موريتانيا
135,650;27,741;6806;2,024;Q1-2024;لبنان
253,611;23,000;0202;2,024;Q1-2024;باكستان
2,562,174;915,776;0703;2,024;Q1-2024;الكويت
198,843;806;0106;2,024;Q1-2024;المملكة المتحدة
472,104;1,540,804;2501;2,024;Q1-2024;الإمارات
405,838;121,681;0804;2,024;Q1-2024;جامبيا
15,488;150;9025;2,024;Q1-2024;فيتنام
79,888;7,179;8412;2,024;Q1-2024;تايلاند
6;0;8213;2,024;Q1-2024;سنغافوره
177,943;3,544;8425;2,024;Q1-2024;الهند
81,350;3,611;7905;2,024;Q1-2024;الإمارات
25,514;3,220;0401;2,024;Q1-2024;ماليزيا
194,248;27,714;9801;2,024;Q1-2024;هولندا
215,063;55,847;0804;2,024;Q1-2024;اوغندا
431,215;99,737;4017;2,024;Q1-2024;الأردن
83,680;17,052;3923;2,024;Q1-2024;الصين الشعبية
243,945;53,925;0804;2,024;Q1-2024;طاجكستان
30,114;9,391;9403;2,024;Q1-2024;الهند
45,204;10,000;8501;2,024;Q1-2024;الصين الشعبية
4,833,850;1,792,350;2301;2,024;Q1-2024;فيتنام
500,774;15,120;2104;2,024;Q1-2024;السودان
10,132,137;63,300;8422;2,024;Q1-2024;البرازيل
192;27;4803;2,024;Q1-2024;أمريكا
102,957;13,831;8501;2,024;Q1-2024;عمان
497,110;22,168;6302;2,024;Q1-2024;المملكة المتحدة
65,877;7,121;1207;2,024;Q1-2024;البحرين
3,617;2,499;6307;2,024;Q1-2024;جيبوتي
44,284;1,125;6102;2,024;Q1-2024;البحرين
878,801;72,550;5402;2,024;Q1-2024;إيطاليا
136,493;17,450;8709;2,024;Q1-2024;قطر
22,490;4,176;7212;2,024;Q1-2024;الإمارات
7,452,912;4,486,276;4805;2,024;Q1-2024;اليمن
1,541,310;296,661;4822;2,024;Q1-2024;البحرين
27,298,814;2,399,991;0406;2,024;Q1-2024;البحرين
5,430,386;319,439;5405;2,024;Q1-2024;أستراليا
190,760;75,800;4412;2,024;Q1-2024;مصر
973,659;53,541;6303;2,024;Q1-2024;الإمارات
170,000;2,820;8702;2,024;Q1-2024;الإمارات
316,396;2,708;8507;2,024;Q1-2024;المانيا
2,001,166;1,111,469;2309;2,024;Q1-2024;البحرين
8,224,076;349,583;9403;2,024;Q1-2024;الكويت
4,853,181;889,046;5503;2,024;Q1-2024;إيطاليا
5,000;1,000;6812;2,024;Q1-2024;العراق
4,000;5,000;8418;2,024;Q1-2024;الصومال
146,325;30,435;2928;2,024;Q1-2024;الإمارات
1,251,976;134,686;7019;2,024;Q1-2024;العراق
329,850;20,000;7903;2,024;Q1-2024;بولندا (بولونيا)
497,495;94,898;1517;2,024;Q1-2024;الإمارات
3,520;356;8467;2,024;Q1-2024;الكويت
94,634;1,657;7116;2,024;Q1-2024;البحرين
280,044;44,008;1517;2,024;Q1-2024;البحرين
10,376;1,800;8538;2,024;Q1-2024;الصومال
358,740;73,610;9615;2,024;Q1-2024;الصين الشعبية
255,683;436;8542;2,024;Q1-2024;فرنسا
27,551;137;7307;2,024;Q1-2024;هولندا
263;57;5702;2,024;Q1-2024;سنغافوره
154,887;15,780;5407;2,024;Q1-2024;الدنمارك
1,246,093;51,832;8544;2,024;Q1-2024;قطر
1,215,950;450,050;3404;2,024;Q1-2024;فيتنام
9,072;1,900;3213;2,024;Q1-2024;الكويت
1,948,353;195,049;7323;2,024;Q1-2024;البحرين
86,021;3,480;8537;2,024;Q1-2024;اليمن
1,113,046;35,700;8431;2,024;Q1-2024;كوريا الجنوبية
367,917;31,774;5407;2,024;Q1-2024;فرنسا
900;1,500;5702;2,024;Q1-2024;مالطة
24;10;7413;2,024;Q1-2024;المانيا
36,470;3,910;9508;2,024;Q1-2024;البحرين
3,568,063;25,069;8205;2,024;Q1-2024;إيطاليا
174,140;31,015;1901;2,024;Q1-2024;لبنان
18,855;2,300;1901;2,024;Q1-2024;الهند
10,560;96;1806;2,024;Q1-2024;بروناي دار السلام
120,223,156;30,990,017;3901;2,024;Q1-2024;المغرب
14,095,910;1,260,590;7310;2,024;Q1-2024;الإمارات
4,540,893;1,058,520;3902;2,024;Q1-2024;تايلاند
3,095,174;364,740;7503;2,024;Q1-2024;الإمارات
262,989;138,880;2912;2,024;Q1-2024;اليمن
2,467,773;222,406;7310;2,024;Q1-2024;عمان
966,416;133,713;8408;2,024;Q1-2024;الإمارات
33,547;231;8523;2,024;Q1-2024;مصر
19,980;700;8463;2,024;Q1-2024;مصر
83,400;264,250;0602;2,024;Q1-2024;الكويت
207,500;4,535;4411;2,024;Q1-2024;فرنسا
92,545;6,578;6111;2,024;Q1-2024;الإمارات
1,319,595;62,800;4011;2,024;Q1-2024;اليمن
18,900;44,000;4013;2,024;Q1-2024;غينيا
56,615,168;12,450;8412;2,024;Q1-2024;بلجيكا
17,038,882;83,441;6912;2,024;Q1-2024;الصين الشعبية
10,000;4,000;0811;2,024;Q1-2024;الأردن
2,243,244;1,508;9027;2,024;Q1-2024;المانيا
3,649,492;916,700;3902;2,024;Q1-2024;عمان
37,313;283;8538;2,024;Q1-2024;السويد
597;240;9017;2,024;Q1-2024;إسبانيا
270,378;8,000;0405;2,024;Q1-2024;قطر
297,099;23,397;5603;2,024;Q1-2024;سنغافوره
1,003,374;93,245;2106;2,024;Q1-2024;الأردن
94,875;12,375;1902;2,024;Q1-2024;جيبوتي
56,807;7,939;1102;2,024;Q1-2024;عمان
163,118;80,004;9801;2,024;Q1-2024;ماليزيا
4,000;3,000;6001;2,024;Q1-2024;الكويت
58;6;4014;2,024;Q1-2024;الإمارات
257,400;49,968;1516;2,024;Q1-2024;مصر
2,383,031;5,161,245;2505;2,024;Q1-2024;الهند
131,805;10,200;8503;2,024;Q1-2024;العراق
1,518;155;9008;2,024;Q1-2024;بلجيكا
240,009;6,573;8412;2,024;Q1-2024;أندونيسيا
57,288;3,725;1904;2,024;Q1-2024;الكويت
6,698;480;6303;2,024;Q1-2024;قطر
497,250;102,000;3903;2,024;Q1-2024;اليمن
15,194;159;9801;2,024;Q1-2024;مالطة
22,871;3,600;9007;2,024;Q1-2024;قطر
793,743;25,411;2817;2,024;Q1-2024;باكستان
74,885;3,627;8547;2,024;Q1-2024;الإمارات
249,089;249;7112;2,024;Q1-2024;المانيا
36,562;5,548;6911;2,024;Q1-2024;عمان
232,666;78,500;4810;2,024;Q1-2024;السودان
15,972;475;8484;2,024;Q1-2024;مصر
23;1;8211;2,024;Q1-2024;سنغافوره
6,080;3,392;8503;2,024;Q1-2024;قطر
310,400;6,025;3503;2,024;Q1-2024;البحرين
42,413;409;8503;2,024;Q1-2024;إسبانيا
306,467;124,508;7205;2,024;Q1-2024;الأردن
4,098;90;6204;2,024;Q1-2024;مكسيك
206,785;3,448;8509;2,024;Q1-2024;عمان
8,402;259;8503;2,024;Q1-2024;كوريا الجنوبية
80,003;14,345;8515;2,024;Q1-2024;اليابان
6,830,332;3,003,848;0805;2,024;Q1-2024;الإمارات
77,478,279;669,973;9023;2,024;Q1-2024;الإمارات
44,352;800;8405;2,024;Q1-2024;مصر
605,205;100,000;3817;2,024;Q1-2024;لبنان
248,814;11,892;7607;2,024;Q1-2024;اليمن
12,500;8,000;6105;2,024;Q1-2024;الصومال
37,161;4,621;9503;2,024;Q1-2024;بنغلادش
7,776,415;257,092;8415;2,024;Q1-2024;المغرب
2,011,790;232,413;1512;2,024;Q1-2024;لبنان
1,967;4,589;2501;2,024;Q1-2024;ماليزيا
4,156;22;8504;2,024;Q1-2024;السويد
3,011,203;1,277,440;3104;2,024;Q1-2024;باكستان
27,259;2,020;3924;2,024;Q1-2024;أمريكا
29,700;19,800;2814;2,024;Q1-2024;الكويت
8,648;25;8517;2,024;Q1-2024;تايوان
279,881;4,920;3912;2,024;Q1-2024;البحرين
244,928;2,288;8477;2,024;Q1-2024;لوكسمبورج
