قيمة - ريال;الوزن الصافي بالكيلو;رمز التعرفة 4 خانات ;السنة;الربع ;الدولة
10965910.48;4577837.15;7010;2025;Q1-2025;الإمارات
2455344.07;337382;3923;2025;Q1-2025;تونس
64897.25;2286.678;7320;2025;Q1-2025;البحرين
98975;12480;8504;2025;Q1-2025;كينيا
1738752.01;457297;7210;2025;Q1-2025;بورتوريكو
243277.45;952;9007;2025;Q1-2025;قطر
26845;10134;7211;2025;Q1-2025;عمان
191250;60000;7320;2025;Q1-2025;مصر
1706830.14;128365;0207;2025;Q1-2025;أوكرانيا
1727.25;200;6109;2025;Q1-2025;العراق
2296164.92;439178.89;5503;2025;Q1-2025;ألمانيا
837200.26;10;9014;2025;Q1-2025;إيطاليا
11669.36;765;4901;2025;Q1-2025;أستراليا
36775.51;200;9020;2025;Q1-2025;البحرين
950044.39;37131.66;3304;2025;Q1-2025;اليمن
61346.6;448;9027;2025;Q1-2025;إسبانيا
73510.96;880160;2619;2025;Q1-2025;الهند
590878.46;357;9603;2025;Q1-2025;الولايات المتحدة
1000;3000;0901;2025;Q1-2025;جنوب إفريقيا
340915.19;21361;8538;2025;Q1-2025;العراق
3341.08;61;8470;2025;Q1-2025;قطر
773365.21;85739;5407;2025;Q1-2025;ألمانيا
836443.96;16092.5;6109;2025;Q1-2025;البحرين
100664.98;34000;8007;2025;Q1-2025;نيجيريا
75000;500;3203;2025;Q1-2025;الكويت
8192250;249480;0802;2025;Q1-2025;مصر
1711844.16;86353.75;7616;2025;Q1-2025;الكويت
1052109.86;264221;1106;2025;Q1-2025;سريلانكا
1746364.65;2.892;7113;2025;Q1-2025;بلجيكا
517.12;24;9802;2025;Q1-2025;بروناي دار السلام
500;115;6403;2025;Q1-2025;العراق
13882.25;1472;7610;2025;Q1-2025;موزمبيق
1512966.84;24521;8431;2025;Q1-2025;المملكة المتحدة
288687.27;12873;4823;2025;Q1-2025;بنجلادش
200502.12;745.61;7324;2025;Q1-2025;عمان
784026;341236.25;3820;2025;Q1-2025;الإمارات
1514.5;749;8475;2025;Q1-2025;المملكة المتحدة
26189.57;265;9015;2025;Q1-2025;كولومبيا
6466540.64;2864717;9801;2025;Q1-2025;الهند
2960290.31;16110;3405;2025;Q1-2025;مصر
138777.2;5475.24;8603;2025;Q1-2025;الإمارات
785047.36;13372.85;8528;2025;Q1-2025;فرنسا
600;500;9505;2025;Q1-2025;سوريا
460467.05;109965.705;8302;2025;Q1-2025;الإمارات
79617;10521;8007;2025;Q1-2025;السودان
11715.97;2000;1106;2025;Q1-2025;هنجاريا
14433983.435;4609066.066;7308;2025;Q1-2025;الإمارات
79717.5;14820;5608;2025;Q1-2025;البحرين
49802.62;5453.4;8467;2025;Q1-2025;قطر
18952.83;700;5704;2025;Q1-2025;نيجيريا
15048;584;8202;2025;Q1-2025;البحرين
1285908.56;205037;0403;2025;Q1-2025;ليبيا
471.93;250;8482;2025;Q1-2025;كوريا الجنوبية
781197.76;1607;3903;2025;Q1-2025;الولايات المتحدة
7818686.14;1763768;7210;2025;Q1-2025;إيطاليا
4147415.4;793387.206;7222;2025;Q1-2025;الأردن
97737.29;7138;4502;2025;Q1-2025;قطر
490600.64;790;8483;2025;Q1-2025;الولايات المتحدة
1978.06;54;7322;2025;Q1-2025;لبنان
3979205.38;612688;7019;2025;Q1-2025;العراق
91947.2;400;9102;2025;Q1-2025;العراق
37758.78;74.3;9006;2025;Q1-2025;الكويت
127249.84;4104;4009;2025;Q1-2025;هولندا
4264584.5;45673.9;3303;2025;Q1-2025;ليبيا
20352.98;17356;4012;2025;Q1-2025;إسبانيا
166517.1;1500;8415;2025;Q1-2025;فرنسا
23347.5;1159;5903;2025;Q1-2025;الإمارات
2010341.69;6934;8443;2025;Q1-2025;قطر
358228.32;17363.13;7615;2025;Q1-2025;الكويت
165872.19;4118;8544;2025;Q1-2025;نيجيريا
1286290.66;160455.92;0202;2025;Q1-2025;البحرين
282606.12;3028.15;7324;2025;Q1-2025;قطر
6456.58;15;8484;2025;Q1-2025;إسبانيا
500;1000;8422;2025;Q1-2025;السودان
98718.05;1050;8481;2025;Q1-2025;ألمانيا
4931.33;405;5703;2025;Q1-2025;الصين
48098.61;1650.533;4421;2025;Q1-2025;البحرين
38050;1000;1702;2025;Q1-2025;ماليزيا
103007.78;24862;1106;2025;Q1-2025;قطر
12434.48;360;6202;2025;Q1-2025;ماليزيا
814430;75012;5407;2025;Q1-2025;البحرين
2000;1500;9503;2025;Q1-2025;سوريا
195386.73;546;9023;2025;Q1-2025;أستراليا
31585563.813;4977216.27;0403;2025;Q1-2025;البحرين
87323.4;17440;2928;2025;Q1-2025;الإمارات
525894.17;30661.36;9403;2025;Q1-2025;فرنسا
12614237.69;8594256.54;7005;2025;Q1-2025;مصر
7248769.071;387072.41;7612;2025;Q1-2025;الإمارات
84916.52;20590;7019;2025;Q1-2025;السودان
500690.188;226303;7004;2025;Q1-2025;البحرين
152965.34;72775;4410;2025;Q1-2025;الإمارات
17728.94;365.98;6209;2025;Q1-2025;الكويت
1009836.14;11489.97;8537;2025;Q1-2025;البحرين
1039115.32;47838;7404;2025;Q1-2025;نيثرلاندز انتيليز
41964.3;198600;6904;2025;Q1-2025;الكويت
125384.95;3261;8536;2025;Q1-2025;الأردن
370;16.5;8533;2025;Q1-2025;الإمارات
119499.38;65000;6807;2025;Q1-2025;الفلبين
14000;1000;1212;2025;Q1-2025;السودان
256793;67273;4804;2025;Q1-2025;اليمن
132.44;35;8203;2025;Q1-2025;إيطاليا
226037;48053;0804;2025;Q1-2025;أوغندا
1288796.85;580252;5101;2025;Q1-2025;الهند
36099;756;1905;2025;Q1-2025;الهند
47844;22579.2;2009;2025;Q1-2025;سلوفانيا
66990;1379;8513;2025;Q1-2025;قطر
515035.4;21021;8537;2025;Q1-2025;الصين
44.18;2;6113;2025;Q1-2025;الإمارات
4000;2000;8541;2025;Q1-2025;إريتريا
2455382.59;940.156;1211;2025;Q1-2025;قطر
26500;4000;9403;2025;Q1-2025;لبنان
259261.41;371;7307;2025;Q1-2025;الولايات المتحدة
1026.17;28;9802;2025;Q1-2025;تايلاند
745812.38;43009.62;2008;2025;Q1-2025;الإمارات
3848639.5;837455.4;0710;2025;Q1-2025;الإمارات
61449.84;5661;7612;2025;Q1-2025;جيبوتي
503549.54;7722;9405;2025;Q1-2025;الهند
26142.77;620;8448;2025;Q1-2025;البحرين
116118;16933.68;4822;2025;Q1-2025;الأردن
2560084.45;437431.96;4823;2025;Q1-2025;البحرين
2395977.89;491640.907;7308;2025;Q1-2025;البحرين
1067640;75149;8309;2025;Q1-2025;المغرب
25272;648;0812;2025;Q1-2025;الكويت
285956.25;12000;8453;2025;Q1-2025;تركيا
4039440.05;294712;7503;2025;Q1-2025;الإمارات
215881.83;55618;7310;2025;Q1-2025;بلجيكا
722427.75;157118;3907;2025;Q1-2025;كوريا الجنوبية
7208457.19;821914;7601;2025;Q1-2025;كوريا الجنوبية
10629.15;38;9026;2025;Q1-2025;إندونيسيا
2200.2;1371;8204;2025;Q1-2025;الكويت
2944890.85;229276;8429;2025;Q1-2025;الكويت
4572.27;514;6202;2025;Q1-2025;المغرب
1936278.15;9798.85;3003;2025;Q1-2025;لبنان
125379.85;7890.1;8516;2025;Q1-2025;إيطاليا
1142310;3967;8503;2025;Q1-2025;كولومبيا
25242.51;18000;6810;2025;Q1-2025;السودان
66200;22300;4401;2025;Q1-2025;الإمارات
1035;10;8208;2025;Q1-2025;الولايات المتحدة
801562.5;200000;3902;2025;Q1-2025;ألمانيا
6350249.839;784830.55;1901;2025;Q1-2025;الإمارات
822600;217280;0701;2025;Q1-2025;الكويت
939.3;60;6115;2025;Q1-2025;إيطاليا
1173416.7;90676;8007;2025;Q1-2025;اليمن
647.5;2;8108;2025;Q1-2025;الإمارات
313665;113;8458;2025;Q1-2025;الولايات المتحدة
9228.75;418;0406;2025;Q1-2025;بروناي دار السلام
1288;170;4810;2025;Q1-2025;الكويت
247809.38;74250;3901;2025;Q1-2025;جمهورية الدومينيكان
4500;20.5;7315;2025;Q1-2025;عمان
4250;120;9108;2025;Q1-2025;الإمارات
125423.34;4165;8536;2025;Q1-2025;الكويت
937941;147460;3917;2025;Q1-2025;بولندا
2649375.63;387140;7802;2025;Q1-2025;الهند
4090.6;1556;9610;2025;Q1-2025;المملكة المتحدة
3680;4000;3401;2025;Q1-2025;بنين
11979282.21;3045890;3902;2025;Q1-2025;سريلانكا
10100;18000;8429;2025;Q1-2025;الولايات المتحدة
319500;426000;6301;2025;Q1-2025;باكستان
36071.14;32944;9801;2025;Q1-2025;كوبا
22000;17220;5407;2025;Q1-2025;باكستان
58.93;0.6;7415;2025;Q1-2025;الهند
6377734.32;746032;7601;2025;Q1-2025;فرنسا
156687.18;435;9027;2025;Q1-2025;قطر
625981.22;161876;4819;2025;Q1-2025;إثيوبيا
10158.28;180;4823;2025;Q1-2025;سويسرا
19273.62;41.17;5209;2025;Q1-2025;الإمارات
7780541;1181480;0304;2025;Q1-2025;البحرين
129813.35;2307.08;3707;2025;Q1-2025;الكويت
46800;156000;0602;2025;Q1-2025;البحرين
30932.74;5253;1106;2025;Q1-2025;غانا
12327352.17;5730892;7010;2025;Q1-2025;الولايات المتحدة
17972.84;967;9505;2025;Q1-2025;إيطاليا
416250;60000;2929;2025;Q1-2025;مدغشقر
63134404.79;4620917.189;1905;2025;Q1-2025;الكويت
64421.91;2022.119;8467;2025;Q1-2025;البحرين
154000;100100;0803;2025;Q1-2025;عمان
368391.3;57819.5;0703;2025;Q1-2025;البحرين
311829.92;304572.96;6811;2025;Q1-2025;قطر
606;283;6911;2025;Q1-2025;اليابان
453204.44;20;9029;2025;Q1-2025;الكويت
2871977;1235958;6807;2025;Q1-2025;البحرين
109000;44000;1103;2025;Q1-2025;قطر
29984.58;9;8482;2025;Q1-2025;سويسرا
2526.72;3.3;8526;2025;Q1-2025;الولايات المتحدة
87870;15000;1106;2025;Q1-2025;جيبوتي
5031745.57;12341.53;8544;2025;Q1-2025;هولندا
684164.84;83333;9401;2025;Q1-2025;عمان
47357839.53;14835113.43;0401;2025;Q1-2025;الإمارات
87959.67;1985;6206;2025;Q1-2025;البحرين
126638;2472.148;9603;2025;Q1-2025;العراق
797703.98;2048;9031;2025;Q1-2025;مصر
64861390.96;15727000;3901;2025;Q1-2025;إندونيسيا
4032;1021;2004;2025;Q1-2025;العراق
74231.42;12138.08;7308;2025;Q1-2025;أستراليا
22620;3994;2002;2025;Q1-2025;العراق
2387;3000;5705;2025;Q1-2025;بوركينا فاسو
1395162.23;308078.01;4822;2025;Q1-2025;البحرين
1487016.29;473564;2009;2025;Q1-2025;الصومال
688788.88;75471.55;3917;2025;Q1-2025;قطر
21990;1200;4403;2025;Q1-2025;عمان
8283.51;1405;9801;2025;Q1-2025;هنجاريا
9631.25;875;4823;2025;Q1-2025;فرنسا
9137;222;8509;2025;Q1-2025;الأردن
12876655.36;2873729;3907;2025;Q1-2025;العراق
154132.12;1665;3307;2025;Q1-2025;موريتانيا
26665.83;20020;8309;2025;Q1-2025;عمان
530;150;7007;2025;Q1-2025;قطر
4275.61;99;2712;2025;Q1-2025;الإمارات
2208495.92;307521.12;3921;2025;Q1-2025;اليونان
5697041.79;1423975;2901;2025;Q1-2025;اليمن
75200;30000;7301;2025;Q1-2025;عمان
122532.38;237.5;3002;2025;Q1-2025;البحرين
76950;3500;1211;2025;Q1-2025;نيجيريا
2556195;524000;3903;2025;Q1-2025;لبنان
50;50;7013;2025;Q1-2025;ماليزيا
45282;778;8439;2025;Q1-2025;قطر
24616515;4228000;3817;2025;Q1-2025;الأردن
4834978.6;36907.811;3003;2025;Q1-2025;ليبيا
314432.19;182;8412;2025;Q1-2025;النرويج
22176.4;62;3001;2025;Q1-2025;هولندا
52935.36;10;9021;2025;Q1-2025;جنوب إفريقيا
155220;38996;8546;2025;Q1-2025;اليمن
3812.55;2000;9032;2025;Q1-2025;مصر
766724.4;41850;0306;2025;Q1-2025;فيتنام
156640.77;29100;6909;2025;Q1-2025;السودان
1334475.01;102872;1902;2025;Q1-2025;ماليزيا
28373.89;40;8113;2025;Q1-2025;الإمارات
107.17;1;5802;2025;Q1-2025;الصين
3973.15;44;9030;2025;Q1-2025;السويد
166010;398688;2520;2025;Q1-2025;اليمن
41.21;2;3924;2025;Q1-2025;إيطاليا
99.74;10;6307;2025;Q1-2025;هونج كونج
181266.27;381;9025;2025;Q1-2025;الجزائر
570;5;8530;2025;Q1-2025;البحرين
2851796.25;51000;3004;2025;Q1-2025;تركيا
16856250;2400000;2929;2025;Q1-2025;العراق
16400;2400;8459;2025;Q1-2025;نيجيريا
20084.36;21;8516;2025;Q1-2025;الولايات المتحدة
6404693.38;73484;8412;2025;Q1-2025;سنغافورة
378762.05;80232;7013;2025;Q1-2025;كندا
29417995;7185250;3901;2025;Q1-2025;ليبيا
4893399.73;38858;0105;2025;Q1-2025;الكويت
15790;30200;0807;2025;Q1-2025;الإمارات
28841;61119.5;3923;2025;Q1-2025;الصين
25780444.63;9460438;2309;2025;Q1-2025;بنجلادش
2730;2080;2912;2025;Q1-2025;البحرين
11110;2000;9401;2025;Q1-2025;الكاميرون
13427.57;0.14;7113;2025;Q1-2025;أستراليا
118.95;30;4016;2025;Q1-2025;بلجيكا
592.43;22.6;8504;2025;Q1-2025;هونج كونج
737.16;63;9103;2025;Q1-2025;الإمارات
172480;336000;2621;2025;Q1-2025;الأردن
829667.56;72362;5407;2025;Q1-2025;البرازيل
258498.92;282;3002;2025;Q1-2025;المملكة المتحدة
2367661.76;729158;7223;2025;Q1-2025;الأردن
9907456.13;2896000;3902;2025;Q1-2025;قطر
467622.25;55308;8609;2025;Q1-2025;الصين
13559634.517;999751.002;2106;2025;Q1-2025;الإمارات
110260;24000;1102;2025;Q1-2025;الكويت
835539.38;49337.34;7615;2025;Q1-2025;الأردن
6865.98;650;6402;2025;Q1-2025;نيجيريا
19850.15;23.57;6602;2025;Q1-2025;الإمارات
18750;23.4;8471;2025;Q1-2025;أفغانستان
129295.5;49850;3912;2025;Q1-2025;الأردن
16936721.64;3272586.56;3809;2025;Q1-2025;الكويت
930470.93;24502.3;8539;2025;Q1-2025;الصين
3942.26;467;0901;2025;Q1-2025;فرنسا
29289.97;5000;1106;2025;Q1-2025;أوزباكستان
68099844.751;11536860.18;3920;2025;Q1-2025;الإمارات
2970147.52;276880;4901;2025;Q1-2025;مصر
76836.42;939.396;8517;2025;Q1-2025;المملكة المتحدة
8600;500;1203;2025;Q1-2025;البحرين
404541.37;4453;9023;2025;Q1-2025;قطر
2224391.65;303819.39;1601;2025;Q1-2025;الإمارات
6800;6000;1006;2025;Q1-2025;النيجر
15802.55;616;8206;2025;Q1-2025;الإمارات
619.2;26.172;2103;2025;Q1-2025;سنغافورة
252000;21600;1302;2025;Q1-2025;المملكة المتحدة
418600.38;5;8526;2025;Q1-2025;إيطاليا
3210;800;2931;2025;Q1-2025;الكويت
666913.3;6827;8503;2025;Q1-2025;هولندا
3934524.77;114000;6205;2025;Q1-2025;اليمن
4532534.325;875910;3903;2025;Q1-2025;الكويت
1300;50;5506;2025;Q1-2025;الإمارات
10209.7;1750;8417;2025;Q1-2025;العراق
202980.53;146000;6802;2025;Q1-2025;سوريا
2515917.72;601075;3902;2025;Q1-2025;البحرين
30750;3000;0712;2025;Q1-2025;اليمن
10026.85;510;7321;2025;Q1-2025;إسبانيا
500;150;6303;2025;Q1-2025;عمان
449455.01;14644.67;4011;2025;Q1-2025;هولندا
12310210;32300;9018;2025;Q1-2025;اليمن
2812.5;20;4411;2025;Q1-2025;بلجيكا
11950.05;39;3002;2025;Q1-2025;سنغافورة
6522341.87;1422750;3902;2025;Q1-2025;جورجيا
511445.635;43950.7;2102;2025;Q1-2025;الإمارات
115899.15;108;9024;2025;Q1-2025;البرازيل
215479.43;99071;4802;2025;Q1-2025;الولايات المتحدة
17714848.19;5260150;3904;2025;Q1-2025;العراق
174170.44;13382;1902;2025;Q1-2025;الولايات المتحدة
128317.5;8606;0406;2025;Q1-2025;سيشلس
86280;3632;8212;2025;Q1-2025;البحرين
58446;6494;8503;2025;Q1-2025;قطر
7274360;19164;0105;2025;Q1-2025;اليمن
358968.64;45132;4802;2025;Q1-2025;مصر
25550;18000;4814;2025;Q1-2025;الإمارات
65880;5792;0405;2025;Q1-2025;سيشلس
24025;1172;2101;2025;Q1-2025;اليمن
3000;80;9112;2025;Q1-2025;عمان
4616.13;32.8;9104;2025;Q1-2025;الكويت
236000.08;4971;8415;2025;Q1-2025;أوغندا
9290.49;2071;9801;2025;Q1-2025;نيوزيلاندا
3953181.21;15209.5;6104;2025;Q1-2025;البحرين
113400;192000;2522;2025;Q1-2025;قطر
164839.31;472.8;4016;2025;Q1-2025;الهند
2575;900;4903;2025;Q1-2025;قطر
224870;6700;4811;2025;Q1-2025;السودان
69625043.63;5815853;7604;2025;Q1-2025;مصر
64386.05;2218;6211;2025;Q1-2025;كندا
31005150.968;3690417.899;3923;2025;Q1-2025;الإمارات
578000;1322.2;9803;2025;Q1-2025;الهند
77016.38;40270;4004;2025;Q1-2025;هولندا
1340401.26;128381.4;0804;2025;Q1-2025;أستراليا
49960988.14;209281440;2523;2025;Q1-2025;الأردن
9882038.725;937709.06;3921;2025;Q1-2025;الكويت
5817.2;112.12;8205;2025;Q1-2025;هولندا
411.89;75;2842;2025;Q1-2025;البحرين
20574;75;8484;2025;Q1-2025;باكستان
361766.23;11824.8;4009;2025;Q1-2025;الكويت
28719.75;3140;3917;2025;Q1-2025;تايلاند
400974.74;91233;0804;2025;Q1-2025;اليونان
139778.9;26480;7013;2025;Q1-2025;المملكة المتحدة
29289.97;5000;1106;2025;Q1-2025;ج إفريقيا الوسطى
70000;25000;7308;2025;Q1-2025;ليبيا
13413369.3;956746;4819;2025;Q1-2025;جنوب إفريقيا
105295.24;49181;4802;2025;Q1-2025;تونس
189956.76;1152;8477;2025;Q1-2025;تايوان
3809659.53;34131.258;1211;2025;Q1-2025;الإمارات
724759.39;39239;3005;2025;Q1-2025;الكويت
4.33;1;2826;2025;Q1-2025;الهند
38558.14;10;8536;2025;Q1-2025;تركمانستان
1248;114;8212;2025;Q1-2025;الإمارات
139211.12;13123;8413;2025;Q1-2025;ألمانيا
4406.13;100;4819;2025;Q1-2025;سويسرا
243750;25000;2934;2025;Q1-2025;بلجيكا
32000;1600;0907;2025;Q1-2025;قطر
391983.56;28211;1604;2025;Q1-2025;الإمارات
75676;5742;2101;2025;Q1-2025;قطر
67871749.22;17178000;3902;2025;Q1-2025;كينيا
105027.38;513;8412;2025;Q1-2025;الجزائر
22386.75;2330;7611;2025;Q1-2025;اليابان
46854;2603;4415;2025;Q1-2025;العراق
11517;1714;5608;2025;Q1-2025;الإمارات
141619.88;20682;2202;2025;Q1-2025;بلغاريا
136473.09;36500;3906;2025;Q1-2025;ليبيا
110954.82;33099;2202;2025;Q1-2025;جنوب إفريقيا
311250;1;7108;2025;Q1-2025;البحرين
804.72;26;3204;2025;Q1-2025;تونس
14257.26;212.7;8537;2025;Q1-2025;ألمانيا
38482020.7;10413313;2910;2025;Q1-2025;تايوان
355662;197590;2620;2025;Q1-2025;الهند
208013.45;4430.6;8438;2025;Q1-2025;الإمارات
355697.56;34392.96;8302;2025;Q1-2025;العراق
333574.52;65861.37;5503;2025;Q1-2025;مصر
19143291.01;367272.562;8421;2025;Q1-2025;الإمارات
11263471.51;1646288;1902;2025;Q1-2025;لبنان
443982.13;3035.814;8482;2025;Q1-2025;البحرين
257250;7300;8421;2025;Q1-2025;تايلاند
951157.03;83307.1;5603;2025;Q1-2025;المملكة المتحدة
92081.25;18400;6807;2025;Q1-2025;تايوان
40657.87;16791;2001;2025;Q1-2025;تركيا
1000;1000;5702;2025;Q1-2025;توجو
15000;48000;4901;2025;Q1-2025;بنين
17561773.19;818769.535;8544;2025;Q1-2025;البحرين
5750;4000;1006;2025;Q1-2025;غانا
1517.53;4;8527;2025;Q1-2025;فرنسا
15201630.69;9030010;7010;2025;Q1-2025;العراق
33836886.21;4197103;7602;2025;Q1-2025;الصين
35000;3000;8517;2025;Q1-2025;السودان
8193.75;23.4;7616;2025;Q1-2025;أفغانستان
147229.04;3830.5;7409;2025;Q1-2025;الإمارات
694535.18;294170;7213;2025;Q1-2025;الأردن
1052419.62;1908;9032;2025;Q1-2025;الصين
720843.26;39882;0202;2025;Q1-2025;العراق
74250.9;11730;7019;2025;Q1-2025;نيوزيلاندا
58480;2000;7905;2025;Q1-2025;السودان
15893342.613;680803.48;7413;2025;Q1-2025;الإمارات
47303.4;16830.7;4809;2025;Q1-2025;اليمن
1520.05;250;6401;2025;Q1-2025;نيجيريا
88727824.08;22925750;3901;2025;Q1-2025;تونس
847204.09;45902;7606;2025;Q1-2025;المغرب
2400;225;2823;2025;Q1-2025;السودان
615843.03;40771.88;2104;2025;Q1-2025;البحرين
32837.51;2520;0703;2025;Q1-2025;ليبيا
61476.04;76619;2801;2025;Q1-2025;الأردن
1125;16000;8468;2025;Q1-2025;مصر
4984397.93;2942182.5;7005;2025;Q1-2025;فلسطين
36354.35;565;7325;2025;Q1-2025;فرنسا
111456175.45;43425;3920;2025;Q1-2025;فنلندا
59873.56;5478;5407;2025;Q1-2025;كولومبيا
34129.2;303;6913;2025;Q1-2025;قطر
332594.95;33407.699;8414;2025;Q1-2025;الكويت
1057.98;95;9801;2025;Q1-2025;النرويج
2504140.77;189464.747;9404;2025;Q1-2025;الإمارات
3366221.368;94359.072;3307;2025;Q1-2025;الكويت
14514.1;1656.6;6912;2025;Q1-2025;البحرين
10993.85;20;8521;2025;Q1-2025;اليابان
9427.97;300;8310;2025;Q1-2025;سويسرا
684000.6;219599.6;2009;2025;Q1-2025;فلسطين
6380.47;31;4009;2025;Q1-2025;النمسا
5354107.5;2385920;3104;2025;Q1-2025;باكستان
862.5;30;8480;2025;Q1-2025;الهند
22531242;3298488.9;3920;2025;Q1-2025;اليمن
310500;8114.4;8443;2025;Q1-2025;كازاخستان
47950;35350;9505;2025;Q1-2025;الأردن
37246716.31;50633593.162;6810;2025;Q1-2025;اليمن
69460.5;1503.8;1805;2025;Q1-2025;اليمن
15958437.29;4249890;3902;2025;Q1-2025;المملكة المتحدة
65599092.31;8567416;4002;2025;Q1-2025;بلجيكا
16020800.97;34847.8;9030;2025;Q1-2025;الإمارات
16583405.85;900147;0306;2025;Q1-2025;كوريا الجنوبية
1834862.89;238051.95;3907;2025;Q1-2025;الكويت
316502.89;6713.198;7320;2025;Q1-2025;الإمارات
772626.09;31325.94;9803;2025;Q1-2025;المملكة المتحدة
1376.13;7;9033;2025;Q1-2025;النمسا
258500;42023;5703;2025;Q1-2025;اليمن
103296;34693.28;2209;2025;Q1-2025;السودان
276769.29;26098;5604;2025;Q1-2025;أستراليا
83361;120160;4707;2025;Q1-2025;بنجلادش
3954.15;1080;6109;2025;Q1-2025;السودان
36242.7;5;8206;2025;Q1-2025;الولايات المتحدة
36040;675;1301;2025;Q1-2025;الإمارات
703529.36;64600.58;7019;2025;Q1-2025;الكويت
16.09;1.2;5607;2025;Q1-2025;الصين
93026.05;25915.2;0401;2025;Q1-2025;الولايات المتحدة
21919.08;11;9025;2025;Q1-2025;الولايات المتحدة
6921223.77;107465.8;8421;2025;Q1-2025;الهند
3083944.19;47510.42;8431;2025;Q1-2025;سنغافورة
74877.06;1575;8409;2025;Q1-2025;الدنمارك
1537.22;44;9801;2025;Q1-2025;زيمبابوي
256369.17;17864.17;9004;2025;Q1-2025;البحرين
72.29;1;8214;2025;Q1-2025;هولندا
3793947;1154660;2901;2025;Q1-2025;الصين
1930648.24;312149.833;7013;2025;Q1-2025;الإمارات
752159.92;120022.2;1515;2025;Q1-2025;البحرين
598460.26;1628;8422;2025;Q1-2025;ألمانيا
924.37;60;9105;2025;Q1-2025;فرنسا
357275;27852.4;3405;2025;Q1-2025;اليمن
11715.97;2000;1106;2025;Q1-2025;بولندا
26713.5;12075.75;3910;2025;Q1-2025;ألمانيا
381360;51850;7801;2025;Q1-2025;الهند
44974;44320;0706;2025;Q1-2025;الإمارات
16748;1296.5;4012;2025;Q1-2025;الإمارات
360;10;8203;2025;Q1-2025;قطر
247515.5;54020;2923;2025;Q1-2025;عمان
1074785.27;12132;8421;2025;Q1-2025;كوريا الجنوبية
1700;2000;0907;2025;Q1-2025;موريتانيا
924.66;1;8716;2025;Q1-2025;تونس
1850972.09;33928;8425;2025;Q1-2025;البرتغال
10326.22;2500;7604;2025;Q1-2025;سنغافورة
60;20;8417;2025;Q1-2025;الأردن
63342;7948.8;1004;2025;Q1-2025;الإمارات
153000;425000;6801;2025;Q1-2025;الكويت
10786.3;30;5801;2025;Q1-2025;إيطاليا
2623.06;24;8301;2025;Q1-2025;الكويت
3492828.7;859950;3902;2025;Q1-2025;السودان
4035384.1;264581.9;8415;2025;Q1-2025;الصين
35000;3600;0106;2025;Q1-2025;الأردن
9480;13500;9401;2025;Q1-2025;الصومال
7923;1500;4504;2025;Q1-2025;السودان
8635;46580;4901;2025;Q1-2025;إندونيسيا
84480;20000;7304;2025;Q1-2025;الأردن
128499.24;2852;6106;2025;Q1-2025;عمان
253565;26077.05;5607;2025;Q1-2025;مصر
6031813.99;939546.82;3920;2025;Q1-2025;غانا
19250;276;6211;2025;Q1-2025;سوريا
410780;18800;8474;2025;Q1-2025;السودان
204381.48;32421.22;2001;2025;Q1-2025;البحرين
10053752.83;1300627.534;3305;2025;Q1-2025;العراق
4297.85;3.3;1211;2025;Q1-2025;بروناي دار السلام
79095;2450;9002;2025;Q1-2025;اليمن
10090.91;3482;4901;2025;Q1-2025;الجزائر
12066.55;814;6601;2025;Q1-2025;الإمارات
2207492;86916;0208;2025;Q1-2025;الإمارات
436424.63;11589;8415;2025;Q1-2025;ليبيا
20137.5;2835;6406;2025;Q1-2025;سوريا
12340255.87;2874000;3902;2025;Q1-2025;بيرو
207416.24;14798.66;8510;2025;Q1-2025;الإمارات
19865.48;2000;4418;2025;Q1-2025;السودان
1944.25;104;9504;2025;Q1-2025;اليابان
6060;45;8545;2025;Q1-2025;الهند
500240.41;7204;7311;2025;Q1-2025;الولايات المتحدة
707604.67;14200.12;8205;2025;Q1-2025;عمان
241263.75;27000;4105;2025;Q1-2025;هونج كونج
95000;56036.66;7309;2025;Q1-2025;قطر
296300.93;14317;0603;2025;Q1-2025;الإمارات
304.01;2;8473;2025;Q1-2025;العراق
567000;168000;3904;2025;Q1-2025;قبرص
48993.75;20100;2707;2025;Q1-2025;أستراليا
143010.103;23215;2923;2025;Q1-2025;البحرين
30762.5;27500;1006;2025;Q1-2025;نيجيريا
2277532.83;23107.1;9031;2025;Q1-2025;الولايات المتحدة
799133.92;196196.24;3920;2025;Q1-2025;باكستان
3000;10000;6909;2025;Q1-2025;السنيغال
1953750;3230;8406;2025;Q1-2025;المملكة المتحدة
130351.25;8725;8417;2025;Q1-2025;الإمارات
13310483.763;36802;8207;2025;Q1-2025;الكويت
1000;8000;5702;2025;Q1-2025;الولايات المتحدة
5303.51;2;8529;2025;Q1-2025;فرنسا
54259;11146;8423;2025;Q1-2025;الكويت
250;90;4903;2025;Q1-2025;ماليزيا
1014329.38;74407;7608;2025;Q1-2025;عمان
5738752.75;881898;3920;2025;Q1-2025;السودان
342331.26;89500;4411;2025;Q1-2025;سوريا
369218.95;11868.58;8472;2025;Q1-2025;الإمارات
1515;360;5407;2025;Q1-2025;قطر
97832.13;14270;6303;2025;Q1-2025;البحرين
65587.5;8980;2923;2025;Q1-2025;ليبيا
461257.2;31021;1704;2025;Q1-2025;الفلبين
13953.34;86.263;8431;2025;Q1-2025;نيجيريا
968085.96;172759.4;1106;2025;Q1-2025;الكويت
27617.11;14;8487;2025;Q1-2025;الولايات المتحدة
